title,rating,price,promotion,review_num,Brand,link,Manufacturer,Description_comb,Primary Supplement Type_comb,Age Range_comb,Flavor_comb,Unit Count_comb,Benefit_comb,Ingredient_comb,Directions_updt,Diet Type_comb,Item_Form_updt
"Ener-C - Natural Vitamin C 1000mg Immune Support, Multivitamin Drink Mix Powder Packets with Electrolytes for Hydration, Variety Pack, 30 Packets",4.3,S$38.28,1 Applicable Promotion,713,Ener-C,https://www.amazon.sg/Ener-C-Natural-Multivitamin-Electrolytes-Hydration/dp/B00IWQVWL0/ref=sr_1_142?dib=eyJ2IjoiMSJ9.dQUQux6RLMAxorV5UO1rl0kGlaGfIcusCZnVZCUaH1hP9MRBp8n2avdVouGqizkOdEwFoBKLb2cXCfqGkOVpSjDWnx6ZYTdJVZpaXTlZRqL6sXWD_SwuTpvJPatJmjdo0Q2PYOteaLMwjiE3XYzX5ZIO0rFs3RNxQgnXsTJohfcVLLYqHRa_VY-GF6HCcNWMhrNM-hM00Z67DOFiiTazV6o-Zur5pg-r_b85EHUUWX9hs-rxL3nSgY7BfmHI39zjYmttew24czhmKwR77Kdnjy9AZKwcxXLq_rTu8uvAnL0.qr3d03rgjxUSdrebU6gPvno51nxGeJhN7vEnNjyxhMg&dib_tag=se&keywords=vitamins+dietary+health+supplement&qid=1721628191&sr=8-142,,"HEALTH ON THE GO: Ener-C Multivitamin Drink Mix comes in the small single use portable vitamin c powder packets that fit into your bag and are perfect to take with you wherever you go. Just cut the pack and pour it in your water bottle, drink and keep your immunity up on your next airplane ride, bus trip, and every day in the office with the Ener-C Multivitamin Drink Mix, an ideal replacement for a sports drink, energy drink and other unhealthy beverages.DAILY DIETARY SUPPLEMENT: Ener-C Multivitamin Drink Mix is ideal to use as a daily dietary supplement and will help to increase and maintain your energy levels, due to the invigorating effects of the B-vitamin complexes and electrolytes it contains. The deliciousHEALTH AND ENERGY BOOST: Ener-C Multivitamin Drink Mix is your natural supplement for health and energy boost. The Ener-C has a naturally refreshing taste and is a caffeine-free,low sugar drink. Ener-C contains electrolytes which helps you hydrate,replenish and provides support to maintain and boost your immune system and thyroid support, antioxidants, and so much more!ALL NATURAL ORGANIC FLAVOR: Ener-C Multivitamin Drink Mix is made with all natural organic flavor and ingredients from real fruit juice powders making the taste delicious. This formulation of natural freshness and nutrients from the fruit is vital for health and maintenance of your body. Ener-C is made with high quality, natural ingredients, and contains no modified food starches. Ener-C is Certified Non-GMO, gluten-free, dairy-free and vegan.MULTIVITAMIN",,Adult,"Tangerine Grapefruit, Lemon Lime, Raspberry",30 Count,All Natural Hydration Supplement,,,"Keto, Gluten Free, Vegan",['powder']
"DRASANVI VENOX 45 Capsules - Health Care - Vitamins & Dietary Supplements - Vitamins - Multivitamins - Legs - Red Vine - Blueberries - Blackcurrant - Vitamins A, C and E - Gluten Free - Vegan",3,S$31.72,1 Applicable Promotion,2,Drasanvi,https://www.amazon.sg/DRASANVI-VENOX-Capsules-Multivitamins-Blackcurrant/dp/B08VVF4L7G/ref=sr_1_143?dib=eyJ2IjoiMSJ9.dQUQux6RLMAxorV5UO1rl0kGlaGfIcusCZnVZCUaH1hP9MRBp8n2avdVouGqizkOdEwFoBKLb2cXCfqGkOVpSjDWnx6ZYTdJVZpaXTlZRqL6sXWD_SwuTpvJPatJmjdo0Q2PYOteaLMwjiE3XYzX5ZIO0rFs3RNxQgnXsTJohfcVLLYqHRa_VY-GF6HCcNWMhrNM-hM00Z67DOFiiTazV6o-Zur5pg-r_b85EHUUWX9hs-rxL3nSgY7BfmHI39zjYmttew24czhmKwR77Kdnjy9AZKwcxXLq_rTu8uvAnL0.qr3d03rgjxUSdrebU6gPvno51nxGeJhN7vEnNjyxhMg&dib_tag=se&keywords=vitamins+dietary+health+supplement&qid=1721628191&sr=8-143,,"RED FRUITS: They are a great source of vitamins. They're rich in vitamin A, C and E, different minerals such as potassium, calcium, iron or phosphorusWARNING: Food supplements should not be used as a substitute for a balanced diet and a healthy lifestyle.VEGAN: Do not worry! Trust the products designed by Drasanvi to nourish your body.GLUTEN-FREE: This product does not contain gluten! Drasanvi food supplements are made for everyone! Specially designed for every consumer.DRASANVI: Specialist in food and sports supplements, organic cosmetics and organic food.",Multivitamins,Adult,,45.0 Count,legs care;legs care,"Ingredients: Dry extract of Grape Seed Vitis viniffera var. tinctoria that provides 95% in Polyphenols 20 mg 19 mg Dry extract of Horse Chestnut Aesculus hippocastanum L. with contribution of Aescin (10%) 20 mg 2 mg Dry extract of Ruscus Ruscus aculeatus L. with contribution of Ruscogenosides (20%) 20 mg 4 mg Dry extract of Hammamelis Hamamelis virginiana L. with contribution in Tannins (15%) 20 mg 3 mg Dry extract of Black Currant Ribes nigrum L. with contribution in Rutin (1%) 20 mg 0.2 mg Dry extract of Blueberry (Blueberry) Vaccinium myrtillus L. with contribution of Anthocyanidins (1%) 15 mg 0.15 mg Vitamin E In the form of Tocopherol Acetate 12 mg Vitamin C In the form of Ascorbic Acid 8.75 mg Manganese In the form of Manganese Sulfate 2.75 mg Ginkgo dry extract Ginkgo biloba L. with contribution of Flavonoids (3%) 1.25 mg 0.0375 mg Vitamin A In the form of Retinol Acetate 0.125 mg Other Ingredients: Cellulose (casing), Microcrystalline Cellulose, Magnesium Stearate and Silicon Dioxide. No colorings, sweeteners, added sugars or preservatives.",Directions: Take 1 to 2 capsules a day accompanied by water or juice.,Gluten Free,['tablet']
Supplements for Health: Getting and Staying Healthy With Dietary Supplements,,,1 Applicable Promotion,,,https://www.amazon.sg/Supplements-Health-Getting-Staying-Healthy/dp/1519326998/ref=sr_1_144?dib=eyJ2IjoiMSJ9.dQUQux6RLMAxorV5UO1rl0kGlaGfIcusCZnVZCUaH1hP9MRBp8n2avdVouGqizkOdEwFoBKLb2cXCfqGkOVpSjDWnx6ZYTdJVZpaXTlZRqL6sXWD_SwuTpvJPatJmjdo0Q2PYOteaLMwjiE3XYzX5ZIO0rFs3RNxQgnXsTJohfcVLLYqHRa_VY-GF6HCcNWMhrNM-hM00Z67DOFiiTazV6o-Zur5pg-r_b85EHUUWX9hs-rxL3nSgY7BfmHI39zjYmttew24czhmKwR77Kdnjy9AZKwcxXLq_rTu8uvAnL0.qr3d03rgjxUSdrebU6gPvno51nxGeJhN7vEnNjyxhMg&dib_tag=se&keywords=vitamins+dietary+health+supplement&qid=1721628191&sr=8-144,,,,,,,,,,,
"Emergen-C Apple Cider Vinegar Vitamin C Fizzy Drink Mix, Dietary Supplement for Immune Support, Apple - 36 Count",4.6,S$26.77,1 Applicable Promotion,97,Emergen-C,https://www.amazon.sg/Emergen-C-Vinegar-Vitamin-Dietary-Supplement/dp/B0B51MRYY4/ref=sr_1_145?dib=eyJ2IjoiMSJ9.dQUQux6RLMAxorV5UO1rl0kGlaGfIcusCZnVZCUaH1hP9MRBp8n2avdVouGqizkOdEwFoBKLb2cXCfqGkOVpSjDWnx6ZYTdJVZpaXTlZRqL6sXWD_SwuTpvJPatJmjdo0Q2PYOteaLMwjiE3XYzX5ZIO0rFs3RNxQgnXsTJohfcVLLYqHRa_VY-GF6HCcNWMhrNM-hM00Z67DOFiiTazV6o-Zur5pg-r_b85EHUUWX9hs-rxL3nSgY7BfmHI39zjYmttew24czhmKwR77Kdnjy9AZKwcxXLq_rTu8uvAnL0.qr3d03rgjxUSdrebU6gPvno51nxGeJhN7vEnNjyxhMg&dib_tag=se&keywords=vitamins+dietary+health+supplement&qid=1721628191&sr=8-145,,"36 count package of Emergen-C Apple Cider Vinegar Vitamin C Fizzy Drink Mix, Dietary SupplementProvides vitamin C, zinc and manganeseContains B vitamins and electrolytes",Vitamin C,Adult,Apple,,Immune Support,Vitamin C,,Plant Based,['gummy']
"NOW Supplements, B-12 2,000 mcg, Energy Production*, Nervous System Health*, 100 Lozenges",4.6,S$21.96,1 Applicable Promotion,1378,Now Foods,https://www.amazon.sg/Supplements-Energy-Production-Nervous-Lozenges/dp/B001QNPWGM/ref=sr_1_146?dib=eyJ2IjoiMSJ9.dQUQux6RLMAxorV5UO1rl0kGlaGfIcusCZnVZCUaH1hP9MRBp8n2avdVouGqizkOdEwFoBKLb2cXCfqGkOVpSjDWnx6ZYTdJVZpaXTlZRqL6sXWD_SwuTpvJPatJmjdo0Q2PYOteaLMwjiE3XYzX5ZIO0rFs3RNxQgnXsTJohfcVLLYqHRa_VY-GF6HCcNWMhrNM-hM00Z67DOFiiTazV6o-Zur5pg-r_b85EHUUWX9hs-rxL3nSgY7BfmHI39zjYmttew24czhmKwR77Kdnjy9AZKwcxXLq_rTu8uvAnL0.qr3d03rgjxUSdrebU6gPvno51nxGeJhN7vEnNjyxhMg&dib_tag=se&keywords=vitamins+dietary+health+supplement&qid=1721628191&sr=8-146,,"NERVOUS SYSTEM HEALTH*/ESSENTIAL FOR ENERGY PRODUCTION*: Vitamin B-12 (cobalamin) is a water soluble vitamin necessary for the maintece of a healthy nervous system and for the production of energy from fats and proteins.*VEGAN/3 FORMS OF B-12 INCLUDING COENZYME FORMS: This product provides vitamin B-12 in three forms, including the two readily available and activated co-enzyme forms, methylcobalamin and dibencozide.CERTIFICATIONS/CLASSIFICATIONS: Vegan/Vegetarian, Kosher, Nut Free, Made without Gluten, Dairy Free, Egg FreeGMP Quality Assured: NPA A-rated GMP certification means that every aspect of the NOW manufacturing process has been examined, including our laboratory/testing methods (for stability, potency, and product formulation).Packaged in the USA by a family owned and operated company since 1968.During the summer months products may arrive warm but Amazon stores and ships products in accordance with manufacturers' recommendations, when provided.",Vitamin B12,Adult,,100 Count,Energy Management;Nerve,"Ingredients: Supplement Facts Serving Size: 1 Lozenge Servings Per Container: 100 Description Amount per Serving % Daily Value * Percent Daily Values are based on 2,000 calorie diet.â  Daily Value not established. Vitamin B-12 2.0 mg (2,000 mcg) 33.330% [as Cyanocobalamin, Methylcobalamin (Co-enzyme Form) and Dibencozide (Co-enzyme Form)] Other Ingredients: Fructose, Cellulose, Sorbitol, Citric Acid, Natural Cherry, Flavor with other Natural Flavors, Magnesium Stearate (vegetable source), Soy Lecithin and Maltodextrin. Contains no: salt, yeast, wheat, gluten, milk, egg, shellfish or preservatives. Vegetarian/Vegan Product. The B-12 content is derived by natural termination. The B-12 content in each lozenge was produced with 70% Cyanocobalamin, 15% Methylcobalamin and 15% Dibencozide. Caution: Do Not Eat Freshness Packet. Keep in Bottle. Store in a cool, dry place. Please Recycle. *These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure or prevent any disease.","Directions: Suggested Usage: As a dietary supplement, take one lozenge daily. Chew lozenge or hold in mouth until dissolved. Consider taking this product in combination with NOW B Complex Vitamins, Omega-3 Fish Oil and Lecithin.","Vegetarian, Kosher, Vegan",['lozenge']
Naturally Vitamins - Nattokinase - 120 tabs,,S$37.28,2 Applicable Promotion(s),,"Doctors Choice, Naturally",https://www.amazon.sg/Naturally-Vitamins-Nattokinase-120-tabs/dp/B000YQ46EG/ref=sr_1_147?dib=eyJ2IjoiMSJ9.dQUQux6RLMAxorV5UO1rl0kGlaGfIcusCZnVZCUaH1hP9MRBp8n2avdVouGqizkOdEwFoBKLb2cXCfqGkOVpSjDWnx6ZYTdJVZpaXTlZRqL6sXWD_SwuTpvJPatJmjdo0Q2PYOteaLMwjiE3XYzX5ZIO0rFs3RNxQgnXsTJohfcVLLYqHRa_VY-GF6HCcNWMhrNM-hM00Z67DOFiiTazV6o-Zur5pg-r_b85EHUUWX9hs-rxL3nSgY7BfmHI39zjYmttew24czhmKwR77Kdnjy9AZKwcxXLq_rTu8uvAnL0.qr3d03rgjxUSdrebU6gPvno51nxGeJhN7vEnNjyxhMg&dib_tag=se&keywords=vitamins+dietary+health+supplement&qid=1721628191&sr=8-147,,"Nattokinase 1500 is an enzyme extracted from natto cheese, a dietary staple in Japan and believed to be the reason behind the country's record cardiovascular healthUnlike other similar products, Nattokinase 1500 is an enterically coated tablet. Each tablet passes through the stomach without being digested. They are then absorbed into the blood stream via the small intestine. It is here in the blood stream where Nattokinase gets to work. Other products, which get digested in the stomach, become less effective once they finally reach the bloodstream.During the summer months products may arrive warm but Amazon stores and ships products in accordance with manufacturers' recommendations, when provided.",,Adult,Cheese,120 Count,Cardiovascular support for optimum blood flow,"Ingredients: Nattokinase (fermented from soybeans), arabinogalactan, microcrystalline cellulose, maltodextrine, stearic acid, croscaramellose sodium, enteric coating (methacrylic acid copolymer, triethyl citrate) silicon dioxide. Contains; Soy","Directions: As a dietary supplement, take two (2) tablets two times a day about 30 minutes after food.",,['tablet']
Papillex Dietary Supplement Tablets by - All Natural Immune Support - Immunity Defense - Best Immune System Booster - Organic 60 Capsules Bottle (3 Pack),4.3,S$200.11,1 Applicable Promotion,110,Papillex,https://www.amazon.sg/Papillex-Dietary-Supplement-Tablets-Immunity/dp/B079VVLVYK/ref=sr_1_148?dib=eyJ2IjoiMSJ9.dQUQux6RLMAxorV5UO1rl0kGlaGfIcusCZnVZCUaH1hP9MRBp8n2avdVouGqizkOdEwFoBKLb2cXCfqGkOVpSjDWnx6ZYTdJVZpaXTlZRqL6sXWD_SwuTpvJPatJmjdo0Q2PYOteaLMwjiE3XYzX5ZIO0rFs3RNxQgnXsTJohfcVLLYqHRa_VY-GF6HCcNWMhrNM-hM00Z67DOFiiTazV6o-Zur5pg-r_b85EHUUWX9hs-rxL3nSgY7BfmHI39zjYmttew24czhmKwR77Kdnjy9AZKwcxXLq_rTu8uvAnL0.qr3d03rgjxUSdrebU6gPvno51nxGeJhN7vEnNjyxhMg&dib_tag=se&keywords=vitamins+dietary+health+supplement&qid=1721628191&sr=8-148,,"SUPPORT YOUR IMMUNE SYSTEM - Optimize your natural immunity and replace nutrients that have been found to be missing and low in people with HPV.NATURAL HIGH-QUALITY INGREDIENTS - Made in America, completely free of chemicals, fillers and artificial ingredients, contained in cruelty-free vegan capsules.USE FOR - Papillex is a clinically-researched, nutrient-rich supplement designed to support your immune response to HPV.CONTENTS - 60 caps per bottle.FORMULA - Lycopene & Carotenoids, Broccoli Sprout Extract, Green Tea Extract, Folate, Vitamins C, E & B12, Selenium, Astragalus, and Reishi Mushroom.",Magnesium,Adult,,1.00 Count,,"Ingredients: Vitamins A, B12, C, & E, Folic Acid, Selenium, Green Tea Leaf Extract, Broccoli Sprouts Extract, Astragalus Root Extract, Natural Lycopene Extract, Reishi Mushroom Extract, Hypromellose (Capsule), Rice Flour, and Magnesium Stearate",Directions: Take 2 capsules daily with food or as directed by a healthcare practitioner.,,"['tablet', 'capsule']"
CLINICAL DAILY Complete Whole Food Multivitamin Supplement for Women & Men - Complete Liquid Vitamin Absorption! 42 Superfood Fruits Vegetables - Young Adult to Senior - 120 Liquid Capsules,4.3,S$75.51,1 Applicable Promotion,530,Clinical Daily,https://www.amazon.sg/CLINICAL-DAILY-Complete-Multivitamin-Supplement/dp/B07BYBCGSW/ref=sr_1_149?dib=eyJ2IjoiMSJ9.dQUQux6RLMAxorV5UO1rl0kGlaGfIcusCZnVZCUaH1hP9MRBp8n2avdVouGqizkOdEwFoBKLb2cXCfqGkOVpSjDWnx6ZYTdJVZpaXTlZRqL6sXWD_SwuTpvJPatJmjdo0Q2PYOteaLMwjiE3XYzX5ZIO0rFs3RNxQgnXsTJohfcVLLYqHRa_VY-GF6HCcNWMhrNM-hM00Z67DOFiiTazV6o-Zur5pg-r_b85EHUUWX9hs-rxL3nSgY7BfmHI39zjYmttew24czhmKwR77Kdnjy9AZKwcxXLq_rTu8uvAnL0.qr3d03rgjxUSdrebU6gPvno51nxGeJhN7vEnNjyxhMg&dib_tag=se&keywords=vitamins+dietary+health+supplement&qid=1721628191&sr=8-149,,"EFFECTIVE MULTIVITAMIN - LiquiCaps = Complete LIQUID Vitamin Absorption into Blood Stream. Easy to take - just 2 LiquiCaps per servingACTIVE ENERGY BOOST - Whole Foods + CoQ10 + Spirulina Antioxidants supports your Heart, Eye, Focus, Metabolism, Hair, Skin, Immune HealthPLANT BASED - 42 Fruits Vegetables Blend, 21 Essential Minerals. Max Potency Vitamins A C D3 E B - BIOTIN B7, NIACIN B3, B12 for a complete multivitaminMULTIMINERAL BLEND - Iron, Zinc, Magnesium, Manganese, Chromium, Folate, Copper work together to support a healthy mind, stress levels, and circulationCLINICAL DAILY QUALITY - Formulated in the USA in GMP Certified Facilities for your peace of mind, we offer a range of high quality supplements and vitamins for you and your family",Multivitamins,Adult,Adult,,"Blend,Metabolism,Immunity,Brain,Immune,Skin,Energy,Heart","Ingredients: Vitamin A (beta-carotene), Vitamin C (ascorbic acid), Vitamin D-3 (cholecalciferol), Vitamin E (d-Alpha tocopheryl), Vitamin B-1 (thiamine), Vitamin B-2 (riboflavin), Niacin, Vitamin B-6, Folate (folic acid), Vitamin B-12, Biotin, Pantothenic acid, Calcium, Iron, Iodine (from Kelp), Magnesium, Zinc, Selenium, Copper, Manganese, Chromium, Potassium, Choline Bitartrate, Citrus Bioflavonoids 50% complex, Coenzyme Q10 (natural ubidicarenone), Inositol, Rutin, Panax ginseng powder (root), Boron","Directions: 2 Liquid Filled Capsules Daily With Meals, or as directed by healthcare professional",Gluten Free;Gluten Free,['capsule']
"Folexin | Hair Growth Support Formula - Dietary Supplement, 60 Capsules, 1 Month Supply",4,S$46.71,1 Applicable Promotion,777,Folexin,https://www.amazon.sg/Folexin-Hair-Growth-Support-Formula/dp/B07GY31VSL/ref=sr_1_150?dib=eyJ2IjoiMSJ9.dQUQux6RLMAxorV5UO1rl0kGlaGfIcusCZnVZCUaH1hP9MRBp8n2avdVouGqizkOdEwFoBKLb2cXCfqGkOVpSjDWnx6ZYTdJVZpaXTlZRqL6sXWD_SwuTpvJPatJmjdo0Q2PYOteaLMwjiE3XYzX5ZIO0rFs3RNxQgnXsTJohfcVLLYqHRa_VY-GF6HCcNWMhrNM-hM00Z67DOFiiTazV6o-Zur5pg-r_b85EHUUWX9hs-rxL3nSgY7BfmHI39zjYmttew24czhmKwR77Kdnjy9AZKwcxXLq_rTu8uvAnL0.qr3d03rgjxUSdrebU6gPvno51nxGeJhN7vEnNjyxhMg&dib_tag=se&keywords=vitamins+dietary+health+supplement&qid=1721628191&sr=8-150,,"SUPPORT HEALTHY HAIR GROWTH: If you are looking for a way to support your hair's natural growth process, then Folexin is the one for you. Folexin is designed for both males and females and is suitable for all hair types. The bespoke blend of ingredients help support healthy hair, and healthy hair growth.NUTRIENT RICH: The Folexin formula not only contains biotin, fo-ti and folic acid, but more than 20 other vitamins, minerals, and herbs to create one potent hair formula. The 'side-benefit' of this nutrient rich formula is that it also supports healthy skin, nails and lashes.NATURAL NOURISHMENT: Folexin is made with natural nourishing ingredients that bring a number of nutritional benefits. The ingredients work together synergistically to support healthy hair. Support healthy hair growth with modern and traditional nutrients.PREMIUM QUALITY: When it comes to the health of your hair, donât take any risks on quality! Our products undergo rigorous batch testing to ensure both quality and purity. Folexin is made in the USA in a facility which adheres to GMP guidelines. Buy with certainty knowing each bottle is exactly as it says.","Biotin, Iron, Folate",,,60.0 Count,Hair Health Support,"Ingredients: Vitamin A, Vitamin C, Calcium Carbonate, Iron Ferrous Fumarate, Vitamin D3, Vitamin E, Vitamin B1, Vitamin B6, Folic Acid, Vitamin B12, Biotin, Vitamin B5, Magnesium Oxide, Zinc Oxide, Manganese Chelate, Potassium Gluconate, PABA, L-Tyrosine, Horsetail Extract, Fo-Ti, Bamboo Extract, Nettle Root, Peony, Spirulina, Saw Palmetto, Plant Sterols, Alfalfa, Barley Grass. CONTAINS: SOY;Gluten free",Directions: Folexin is for adults only. Take two (2) capsules a day with food or as directed by your healthcare professional. Do not take Folexin within one hour of taking medications. Do not exceed the recommended dose.,"Vegetarian, Plant Based",['capsule']
"Natural Nutra Vitamin A 10,000 IU, Retinol Palmitate Dietary Supplement from Cod Liver Oil, Extra Strength for Eye, Skin, Nails and Immune Health with Omega 3, 100 Gluten Free Softgels",4.6,S$31.66,1 Applicable Promotion,456,Natural Nutra,https://www.amazon.sg/Natural-Nutra-Palmitate-Supplement-Strength/dp/B00TIY6YSG/ref=sr_1_151?dib=eyJ2IjoiMSJ9.dQUQux6RLMAxorV5UO1rl0kGlaGfIcusCZnVZCUaH1hP9MRBp8n2avdVouGqizkOdEwFoBKLb2cXCfqGkOVpSjDWnx6ZYTdJVZpaXTlZRqL6sXWD_SwuTpvJPatJmjdo0Q2PYOteaLMwjiE3XYzX5ZIO0rFs3RNxQgnXsTJohfcVLLYqHRa_VY-GF6HCcNWMhrNM-hM00Z67DOFiiTazV6o-Zur5pg-r_b85EHUUWX9hs-rxL3nSgY7BfmHI39zjYmttew24czhmKwR77Kdnjy9AZKwcxXLq_rTu8uvAnL0.qr3d03rgjxUSdrebU6gPvno51nxGeJhN7vEnNjyxhMg&dib_tag=se&keywords=vitamins+dietary+health+supplement&qid=1721628191&sr=8-151,,"PRESERVES VISION, ACHIEVE HEALTHY SKIN AND BOOST IMMUNITY- Vitamin A retinol is an essential vitamin as it plays an imperative role in the maintenance of healthy eyes, skin and mucous membranes. Your eyes use vit A to repair eye tissue and preserve mucus membranes. It protects your eye health from the detrimental effects of aging. Our vitamin A for skin and eyes also act as immunity support vitamins as they boost your immune system, reduce the risk of acne and improve your overall skin texture.PROCURED FROM NATURAL COD LIVER OIL FOR MAXIMUM POTENCY- Vitamin A is available in various forms and can be procured from a number of sources. Unlike Vitamin A in the form of beta carotene which you can get from different vegetables like carrots, our premium quality Vitamin A 10000 IU softgels are procured from all-natural Cod Liver oil. This is a more bioavailable source of retinol vitamin as it ensures maximum potency and provides more nutrition for optimum results.GUARANTEED PURITY IN BPA FREE, RECYCLABLE GLASS BOTTLES- Cheap plastic bottles are harmful to the environment and your health. We seal your supplements in environmentally-friendly amber glass bottles with heat-sealed sleeves and best by dates to ensure the safest and purest product available. Unlike some other supplement manufacturers, our bottles are fully recyclable. Each bottle contains 100 soft gels that are easy to swallow as well as Gluten Free.WHY CHOOSE NATURAL NUTRA AS YOUR SUPPLEMENT SOURCE- Natural Nutra was established with one mission in mind; to provide the highest quality, all-natural supplements using only environmentally friendly and socially responsible methods. Our products are proudly manufactured in the USA, are backed by extensive research and contain exactly what is presented on our labels.BE THE CHANGE YOU WANT TO SEE- When you purchase from Natural Nutra youâre not just buying a premium product, youâre igniting change. As supporters of social responsibility and environmental sustainability, we donate a portion of proceeds towards employing villagers to plant trees in heavily deforested regions around the world. Together we can make the world a better place for you and future generations.",Vitamin A,Child,,100.00 Count,"Liver, Skin","Ingredients: Vitamin A (from cod liver oil) - 10,000 IU",Directions: Take one softgel daily with food.,"Vegetarian, Keto, Gluten Free;Wheat Free, Milk Free, Peanut Free, Shellfish Free, Fish Free, Tree Nut Free, Gluten Free, Crustacean Free, Egg Free",['softgel']
